53,Winter Minestrone and Garlic Bruschetta,,7.14,"{Italian,gluten-free}"
56,Orecchiette with Broccoli Rabe,,5.74,"{Italian,vegan}"
57,Italian Sausage & Potato Quick Skillet,,15.93,"{Italian,nut-free}"
60,Cilantro Salsa,,15.14,{Mexican}
61,Black bean enchiladas with avocado sauce,,9.36,{Mexican}
63,Grilled Pineapple Tomatillo Guacamole,,13.52,"{Mexican,nut-free}"
64,Chicken Fajita Stuffed Peppers,,6.54,"{Mexican,vegan}"
68,blackened salmon tacos with cilantro yogurt sauce,,11.07,"{Mexican,nut-free}"
69,Steak Fajitas,,5.42,"{Mexican,gluten-free}"
73,Grilled Fish Tacos,,10.35,"{Mexican,spicy}"
74,Green Garlic Guacamole,,11.53,"{Mexican,vegetarian}"
78,"Butternut Squash, Black Bean & Spinach Enchiladas",,15.21,"{Mexican,nut-free}"
79,Healthy Yummy Mexican Breakfast Bowls,,15.24,"{Mexican,nut-free}"
66,Roasted vegetable & feta tostada,,12.99,{Mexican}
71,Guacamole,,8.9,{Mexican}
75,Mexican Cabbage,,15.53,{Mexican}
67,Crock Pot Beef Carnitas Tacos,,6.83,"{Mexican,vegetarian}"
72,Chipotle Lime Chicken Tacos – 7 Points,,9.24,"{Mexican,spicy}"
76,Sweet Potato and Black Bean Nachos with Green Chile Salsa,,7.1,{Mexican}
80,Healthy Salmon Quinoa Burgers ,,10.18,{Burger}
81,Chicken Parmigiana Burgers Skinnytaste,,11.22,"{Burger,gluten-free}"
82,Paleo Burgers with Caramelized Balsamic Onions & Avocado,,15.67,{Burger}
83,Homemade Black Bean Veggie Burgers,,14.77,{Burger}
84,Quinoa Veggie Burgers,,11.08,"{Burger,spicy}"
89,Lentil Mushroom Burgers,,6.77,"{Burger,vegetarian}"
91,Turkey Burgers with Lemon and Mint,,5.83,"{Burger,nut-free}"
96,Over the Top Burger,,7.47,{Burger}
85,Super Food Black Bean Vegan Burgers,,9.87,{Burger}
90,Onion Burgers,,6.58,{Burger}
95,Lentil Burgers,,9.08,"{Burger,vegetarian}"
99,Asian Barbecue Pork Burgers with Slaw,,5.41,"{Burger,gluten-free}"
86,Taco Burgers,,14.89,{Burger}
94,Roasted Jalapeño Cheddar Turkey Burgers with BBQ Aioli,,13.91,"{Burger,spicy}"
98,Lamb Burgers with Goat Cheese and Avocado,,10.37,"{Burger,gluten-free}"
100,Teriyaki Salmon and Broccoli Bowls,,8.58,"{Japanese,vegetarian}"
102,"Weekend Gardening: Dandelions (Japanese Sesame Spinach Salad with Dandelion Greens, Goma-ae)",,9.05,{Japanese}
104,Teriyaki Peanut Tofu with Stir-Fried Veggies & Brown Rice,,9.5,"{Japanese,spicy}"
106,"Nigiri Sushi with Avocado, Cucumber, and Shiso Leaves",,5.69,"{Japanese,gluten-free}"
108,Spinach Ohitashi (Japanese Spinach Salad with Bonito Flakes),,11.95,"{Japanese,nut-free}"
113,Teriyaki Chicken Rice Bowls,,5.96,"{Japanese,nut-free}"
118,Ahi Sushi Cups,,15.48,{Japanese}
124,Threaded Spaghetti Hot Dog Bites with Homemade Marinara Sauce,,5.44,"{American,vegan}"
129,BBQ Bacon Calico Beans,,6.49,"{American,gluten-free}"
134,Ground Sausage and White Bean Chili,,13.04,{American}
87,Chili Lime Vegetarian Burger,,14.2,"{Burger,vegan}"
92,Shrimp Burgers with Old Bay Mayo,,9.44,"{Burger,vegan}"
97,Cajun Pork and Shrimp Burgers,,16.69,"{Burger,vegan}"
88,Chipotle Sweet Potato Burgers,,11.61,"{Burger,vegetarian}"
93,Bacon Wrapped Hamburgers,,12.97,{Burger}
101,Sesame Crusted Seared Ahi Tuna 'Sushi' Salad with Wasabi Vinaigrette,,10.53,{Japanese}
103,Green Sushi Salad,,9.03,"{Japanese,nut-free}"
105,Vegetable Cauliflower Rice + Quinoa Sushi,,13.62,"{Japanese,vegan}"
107,Japanese salmon & avocado rice,,6.26,{Japanese}
111,Slow Cooker Pineapple Beef Teriyaki,,5.91,"{Japanese,nut-free}"
116,Teriyaki Salmon,,11.21,"{Japanese,gluten-free}"
120,Slow Cooker Vegetarian Chili with Butternut Squash,,16.27,"{American,dairy-free}"
123,Shrimp Caesar Salad,,5.97,"{American,vegan}"
128,Hot Mess Black Eyed Pea Burger,,8.09,{American}
133,Chili Stuffed Sweet Potatoes,,9.04,{American}
135,Kick-Off Chili,,6.54,"{American,dairy-free}"
109,Ozoni (Zoni) - Japanese New Year Mochi Soup,,15.95,"{Japanese,gluten-free}"
114,Grilled salmon teriyaki with cucumber salad,,12.08,"{Japanese,spicy}"
119,Teriyaki Chick’n Strip Lettuce Wraps,,10.76,{Japanese}
122,Goat Cheese Stuffed Peppers: Spectacular Summer Appetizer For Your Next Barbecue,,5.43,"{American,vegetarian}"
125,Quick chilli bean wraps,,15.96,{American}
130,Smoky Pulled Pork Chili,,6.22,{American}
137,"Crispy Potato, Chorizo, and Green Chili Hash With Avocado and Eggs",,7.57,"{American,vegan}"
110,Teriyaki Beef Wrap,,6.64,"{Japanese,spicy}"
115,Speedy Veggie 'n Brown Rice Noodle Bowl with Homemade Teriyaki Sauce,,14.29,"{Japanese,spicy}"
112,Grilled Chicken Teriyaki & Broccoli Stir Fry,,11.69,"{Japanese,gluten-free}"
117,Winter Vegetable Teriyaki Stir-Fry,,14.2,"{Japanese,spicy}"
121,Chicken Caesar Salad with Grilled Romaine,,13.32,"{American,vegetarian}"
126,Couldn't Be Easier BBQ Pork Tenderloin (Crock Pot),,16.32,"{American,gluten-free}"
131,Slow Cooker White Bean Chicken Chili,,6.6,"{American,dairy-free}"
136,Philly Cheesesteak Sloppy Joes,,7.29,{American}
127,Lentil Veggie Burgers,,6.68,"{American,dairy-free}"
132,Glenn’s Sweet & Spicy Slow Cooker Chili,,6.67,{American}
138,Spicy thai carrot and kale salad,,7.9,{Thai}
141,Thai Crunch Bowl with Salmon,,12.81,"{Thai,vegetarian}"
144,Pad Thai Zucchini Noodle + Quinoa Salad,,14.9,"{Thai,vegetarian}"
147,Vegan Pad Thai,,8.63,"{Thai,spicy}"
151,30-minute Spicy Thai Peanut Chicken & Sweet Potato Noodle Stir Fry,,13.15,"{Thai,gluten-free}"
156,Rewind – Spicy Thai Chicken,,7.51,{Thai}
158,"Roasted Butternut Squash, Shiitake Mushroom and Kale, Kimchi Bibimsoba",,14.17,"{Korean,spicy}"
159,Korean Spicy BBQ Chicken Tacos,,13.04,"{Korean,vegetarian}"
160,Vegetarian Korean Noodles (Japchae),,14.5,{Korean}
161,Vegetarian Bibimbap and {Global Kitchen Cookbook Giveaway},,14.59,"{Korean,vegetarian}"
162,Korean Steak and Noodle Lettuce Cups,,5.99,"{Korean,gluten-free}"
163,Korean Black Bean Sauce Noodles (Jajangmyeon),,14.97,"{Korean,dairy-free}"
164,Slow Cooker Korean Tacos,,16.73,{Korean}
169,"Spring Quinoa Bibimbap with Asparagus, Fiddleheads, Fava Bean and Ramps",,10.15,"{Korean,dairy-free}"
174,Korean Spinach Banchan (Sigeumchi Namul),,15.35,"{Korean,dairy-free}"
139,Easy Kale & Broccoli Slaw Rice Bowl with a Spicy Thai Peanut Sauce …and Fave Five Friday: Kale,,12.63,{Thai}
142,Pad thai salad,,15.24,{Thai}
145,Thai Cashew Quinoa with Ginger Peanut Sauce,,5.69,"{Thai,vegetarian}"
148,Vegan Red Thai Curry,,16.73,"{Thai,dairy-free}"
153,Beef massaman curry,,16.12,"{Thai,gluten-free}"
140,Tofu with Thai Curry Sauce,,13.95,{Thai}
143,Thai Ginger Salmon Basil Arugula Salad,,11.82,"{Thai,nut-free}"
146,Thai Salmon in Foil,,7.73,"{Thai,vegetarian}"
152,Thai Brussels Sprouts,,16.07,{Thai}
157,Raw Pad Thai with Easy Peanut Sauce,,10.81,"{Thai,gluten-free}"
149,Thai Slaw with Peanut Dressing,,5.21,"{Thai,gluten-free}"
155,Glazed Butternut Squash in Thai Peanut Butter Sauce,,10.35,"{Thai,dairy-free}"
150,Creamy Thai Carrot Sweet Potato Soup,,12.45,{Thai}
154,Skinny Thai Chicken Salad,,12.29,"{Thai,dairy-free}"
165,Slow Cooker Korean Spicy Braised Chicken and Potatoes (Dakdoritang),,9.79,"{Korean,vegan}"
170,Pork Bone Soup (Gamjatang),,15.24,{Korean}
175,30-Minute Stir Fried Korean Beef and Toasted Sesame Noodles,,6.52,{Korean}
166,"Squash, Shiitake, Kale, and Kimchi Stew",,9.51,"{Korean,spicy}"
171,Spicy Korean Beef Noodle Soup,,5.85,{Korean}
177,Grilled Eggplant & Bok Choy w/ Korean BBQ Sauce,,13.54,{Korean}
167,Grilled Salmon with Spicy Korean Chile Pepper Sauce,,5.23,"{Korean,dairy-free}"
173,Slow Cooker Korean BBQ Pot Roast and Sweet Potatoes,,7.43,"{Korean,dairy-free}"
168,Pork Tenderloin with Kale and Kimchi,,12.18,{Korean}
172,The Occasional Vegetarian's Bibimbap,,11.4,{Korean}
176,Cook the Book: Vegetarian Bibimbap,,13.11,"{Korean,nut-free}"
178,German Potato Salad,,5.47,{German}
182,Pork Roulade with Candied Butternut Squash & Ginger Chutney,,8.76,"{German,vegan}"
179,German Pork Roast,,13.38,{German}
183,German Roasted Potato Salad,,9.27,{German}
185,Beef Rouladen With Dill Spaetzle,,10.01,"{German,vegan}"
187,German Lentil Soup,,6.06,"{German,vegetarian}"
188,Roulade of King Salmon Tartare,,12.3,{German}
190,Chicken Schnitzel,,7.73,"{German,nut-free}"
191,German Crock Pot Pork With Cabbage,,7.88,"{German,gluten-free}"
193,Mom's Vegetable Soup With Chicken or Beef(German Gemuse Suppe),,5.85,"{German,spicy}"
195,Portobello Mushroom Schnitzel,,13.77,"{German,spicy}"
196,Chicken and Sausage Sandwiches with Sauteed Bell Peppers and German Potato Salad,,5.08,{German}
197,Zrazy Zawijane (polish Beef Roulade in Sour Cream Sauce),,16.49,"{German,vegan}"
181,Vegan German Potato Salad,,7.44,"{German,spicy}"
186,German Lentil Salad (Linsensalat),,11.15,"{German,vegan}"
192,Chicken Garlic Roulade,,6.79,"{German,vegan}"
180,German Farmer’s Breakfast,,7.06,{German}
184,German Cucumber Salad,,14.11,{German}
189,Eggplant Schnitzel and Roasted Peppers,,9.99,"{German,gluten-free}"
194,Beef schnitzel,,16.01,{German}
198,Cabbage Salad with Peanuts,,14.85,{vegetarian}
202,Grilled goat's cheese with cranberry dressing,,7.59,"{vegetarian,vegetarian}"
205,Chewy & Sweet Brown Rice Treats,,14.85,"{vegetarian,vegan}"
208,Smashed Potato Salad,,5.15,{vegetarian}
199,"Stuffed Sweet Potato with Spinach, Hummus & Feta",,12.57,"{vegetarian,spicy}"
203,Three Bean Greek Kale Salad,,12.67,"{vegetarian,nut-free}"
206,Baked Caprese Rigatoni,,16.25,{vegetarian}
209,Hot Asian Noodles With Broccoli,,12.79,"{vegetarian,nut-free}"
211,Feta Cheese and Avocado Hummus Dip,,13.5,{vegetarian}
200,Rhubarb Strawberry Smoothie,,12.55,"{vegetarian,vegetarian}"
201,Mexican Vegetables on Cornbread,,5.41,"{vegetarian,nut-free}"
204,"Farro Salad with Butternut Squash, Red Onions, and Brie",,14.5,"{vegetarian,spicy}"
207,Tabouleh,,6.01,{vegetarian}
210,Cheesy Baked Pasta with Eggplant and Artichokes,,6.46,"{vegetarian,vegan}"
212,Easy Sausage Breakfast Casserole with Vegetables,,9.17,"{vegetarian,nut-free}"
4,Chinese Beef and Broccoli,,8.15,"{chinese,dairy-free}"
8,Egg Roll Noodle Bowl,,11.42,"{chinese,dairy-free}"
13,"Asian Chicken, Shrimp & Kale Egg Rolls",,16.86,{chinese}
16,Baked Sweet and Sour Chicken with Quinoa,,14.14,{chinese}
